"Product","Category","2-Day","2-Week","2-Month"
"Mary Kay Chromafusion Eye Shadow - Cinnabar","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Crystalline","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Dusty Rose","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Espresso","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Gold Status","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Golden Mauve","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Hazelnut","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Merlot","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Moonstone","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Rose Gold","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Shiny Penny","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Smoky Quartz","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Eye Shadow - Sunlit Rose","color","Hey [Name], I wanted to check in — how are you loving the eye shadow?","Hey [Name], how are you? Just checking in on your eye shadow — I hope it's become a daily staple! Let me know if you have any questions or need anything!","Hey [Name]! Running low on the Chromafusion Eye Shadow yet? Just say the word and I'll get more headed your way!"
"Mary Kay Chromafusion Highlighter - Glazed","fallback","Hey [Name], I wanted to check in — how are you liking the Chromafusion Highlighter so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Chromafusion Highlighter? I'd love to help you restock!"
"Mary Kay Chromafusion Highlighter - Honey Glow","fallback","Hey [Name], I wanted to check in — how are you liking the Chromafusion Highlighter so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Chromafusion Highlighter? I'd love to help you restock!"
"Mary Kay Clear Brow Styling Gel - Clear","fallback","Hey [Name], I wanted to check in — how are you liking the Clear Brow Styling Gel so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Clear Brow Styling Gel? I'd love to help you restock!"
"Mary Kay Clinical Solutions Barrier Restore 1:1:3","fallback","Hey [Name], I wanted to check in — how are you liking the Clinical Solutions Barrier Restore 1:1:3 so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Clinical Solutions Barrier Restore 1:1:3? I'd love to help you restock!"
"Mary Kay Clinical Solutions C + Resveratrol Line-Reducer","fallback","Hey [Name], I wanted to check in — how are you liking the Clinical Solutions C + Resveratrol Line-Reducer so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Clinical Solutions C + Resveratrol Line-Reducer? I'd love to help you restock!"
"Mary Kay Clinical Solutions Dynamic Wrinkle Limiter","fallback","Hey [Name], I wanted to check in — how are you liking the Clinical Solutions Dynamic Wrinkle Limiter so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Clinical Solutions Dynamic Wrinkle Limiter? I'd love to help you restock!"
"Mary Kay Clinical Solutions Ferulic + Niacinamide Brightener","fallback","Hey [Name], I wanted to check in — how are you liking the Clinical Solutions Ferulic + Niacinamide Brightener so far?","Hey [Name], how are you? Just checking in — I hope you're loving everything! Let me know if you have any questions or need anything!","Hey [Name]! It's been a couple months — are you running low on the Clinical Solutions Ferulic + Niacinamide Brightener? I'd love to help you restock!"
